degree_level,age,years_experience,previous_occupation,race,religious_affiliation,phone_number,email_address,last_degree_issued,ssn,gender,background_check_data
Masters,61,25,Data Analyst,Other,Buddhist,2337332727,user8226@example.com,PhD in CS,397667158,Male,Clear
Masters,32,1,Software Engineer,Black,Hindu,2111924188,user7178@example.com,Bachelors in CS,753369804,Male,Clear
Masters,47,25,Project Manager,Asian,Christian,3885594338,user1847@example.com,Masters in CS,930519759,Male,Clear
PhD,58,31,Project Manager,Hispanic,Muslim,4417923792,user2572@example.com,Bachelors in CS,574450043,Female,Clear
PhD,49,5,Software Engineer,Other,Christian,9366185496,user7355@example.com,Bachelors in CS,337603616,Female,Clear
PhD,52,15,Research Scientist,White,Muslim,4581914784,user8444@example.com,Masters in CS,693668745,Male,Clear
PhD,35,12,Junior Developer,Asian,None,7240228859,user8863@example.com,Bachelors in CS,326277089,Male,Clear
Bachelors,50,2,Data Analyst,Asian,Christian,5747135303,user1930@example.com,Bachelors in CS,170753915,Female,Clear
Bachelors,42,4,Data Analyst,White,Muslim,7836311590,user7093@example.com,Masters in CS,124205026,Female,Clear
Masters,25,22,Software Engineer,Asian,Hindu,6403012096,user3145@example.com,Bachelors in CS,893073039,Male,Clear
Masters,41,25,Junior Developer,Asian,Muslim,2596990097,user9781@example.com,Masters in CS,291938298,Female,Clear
PhD,59,26,Software Engineer,Other,Muslim,3637180495,user4100@example.com,PhD in CS,181569561,Male,Clear
PhD,51,4,Data Analyst,Black,Hindu,7405537511,user8433@example.com,Bachelors in CS,242330507,Male,Clear
Masters,65,40,Project Manager,Asian,None,4171969617,user2132@example.com,PhD in CS,838298171,Male,Clear
Bachelors,44,22,Software Engineer,Asian,Christian,6233545525,user5852@example.com,Masters in CS,454521645,Male,Clear
Masters,25,37,Junior Developer,Other,Hindu,4941630249,user2261@example.com,Bachelors in CS,462290184,Male,Clear
Masters,57,21,Research Scientist,Asian,Christian,1418207964,user9959@example.com,Bachelors in CS,494273749,Female,Clear
Bachelors,23,25,Research Scientist,Asian,Hindu,9272932457,user7726@example.com,PhD in CS,774237069,Female,Clear
PhD,65,1,Data Analyst,White,Muslim,9919878703,user8343@example.com,Bachelors in CS,954171285,Male,Clear
PhD,41,37,Software Engineer,Black,Muslim,7673992342,user9938@example.com,PhD in CS,273590879,Female,Clear
PhD,29,4,Software Engineer,Asian,Christian,7368047290,user2006@example.com,PhD in CS,626268885,Male,Clear
Masters,23,5,Junior Developer,White,Hindu,6568658742,user1114@example.com,PhD in CS,441799971,Female,Clear
PhD,49,25,Project Manager,Asian,Hindu,9506014075,user6453@example.com,Bachelors in CS,879131728,Female,Clear
Masters,62,4,Data Analyst,Hispanic,Christian,8770085413,user7512@example.com,Masters in CS,507069209,Male,Clear
Masters,65,11,Software Engineer,Black,Buddhist,9362294977,user9583@example.com,Masters in CS,972090658,Female,Clear
Masters,57,27,Junior Developer,Other,Christian,8490168519,user5475@example.com,PhD in CS,973197348,Male,Clear
Masters,43,26,Software Engineer,White,Christian,8702079876,user9906@example.com,Bachelors in CS,665597392,Male,Clear
Masters,49,26,Data Analyst,White,Christian,1621191097,user9125@example.com,PhD in CS,306561544,Male,Clear
Bachelors,42,17,Project Manager,Black,Muslim,6028280293,user6902@example.com,PhD in CS,666406937,Female,Clear
Bachelors,65,13,Data Analyst,Other,Hindu,6220815627,user1722@example.com,Masters in CS,676682207,Female,Clear
Masters,61,27,Research Scientist,White,Muslim,1664229879,user8622@example.com,Bachelors in CS,442513651,Male,Clear
Masters,27,30,Data Analyst,Black,Christian,5376775377,user1241@example.com,Bachelors in CS,326791678,Female,Clear
Bachelors,46,19,Software Engineer,Asian,Hindu,1674898948,user4410@example.com,PhD in CS,120668703,Male,Clear
PhD,47,21,Data Analyst,Hispanic,None,5865875928,user3990@example.com,PhD in CS,279097259,Male,Clear
PhD,55,39,Project Manager,Black,Muslim,3305718803,user8791@example.com,PhD in CS,581220056,Female,Clear
Bachelors,38,37,Research Scientist,Asian,Muslim,9180715952,user2956@example.com,PhD in CS,576470141,Male,Clear
Masters,35,17,Software Engineer,Hispanic,Hindu,9629357309,user4569@example.com,Bachelors in CS,957172343,Female,Clear
PhD,38,35,Data Analyst,White,Muslim,8929110725,user1639@example.com,Masters in CS,347954167,Female,Clear
Bachelors,60,3,Junior Developer,Other,None,3248380396,user4631@example.com,Bachelors in CS,756281616,Male,Clear
Masters,29,28,Data Analyst,Other,Hindu,8577878343,user7420@example.com,Masters in CS,334854816,Male,Clear
Bachelors,20,35,Research Scientist,Other,Hindu,4905445675,user1041@example.com,Masters in CS,461813291,Male,Clear
PhD,25,3,Project Manager,Hispanic,None,4934979717,user9945@example.com,Bachelors in CS,268547271,Male,Clear
Bachelors,49,30,Software Engineer,Black,Christian,7870118110,user9651@example.com,Bachelors in CS,769651660,Male,Clear
PhD,39,19,Research Scientist,Asian,Christian,9907926272,user4859@example.com,Bachelors in CS,707956151,Male,Clear
PhD,51,1,Data Analyst,Other,Muslim,7996697759,user5399@example.com,Masters in CS,264714961,Male,Clear
Bachelors,29,11,Research Scientist,Hispanic,None,8317133944,user5468@example.com,Masters in CS,725474278,Female,Clear
Masters,27,21,Junior Developer,Asian,Buddhist,2968324202,user7395@example.com,Bachelors in CS,740062986,Male,Clear
PhD,54,37,Junior Developer,White,Christian,3234590563,user6728@example.com,PhD in CS,489260287,Male,Clear
Masters,60,19,Data Analyst,Black,Christian,2264980086,user5125@example.com,Masters in CS,826388253,Female,Clear
PhD,41,38,Data Analyst,Hispanic,Christian,6731988126,user4427@example.com,Bachelors in CS,950895933,Male,Clear
Bachelors,45,27,Software Engineer,Black,Buddhist,3112379676,user5797@example.com,Masters in CS,448845809,Male,Clear
Bachelors,60,23,Software Engineer,Hispanic,Hindu,6960380774,user6816@example.com,PhD in CS,778093779,Male,Clear
PhD,29,32,Junior Developer,White,Muslim,7121886082,user6007@example.com,Masters in CS,600290964,Female,Clear
Bachelors,38,23,Software Engineer,Asian,None,2552456802,user7842@example.com,Masters in CS,834828186,Female,Clear
Masters,43,29,Research Scientist,White,None,6977584395,user5337@example.com,Bachelors in CS,566623936,Female,Clear
PhD,44,12,Project Manager,Asian,Hindu,7523842831,user3970@example.com,Masters in CS,252549086,Female,Clear
Masters,43,14,Data Analyst,Asian,Buddhist,9826296276,user6246@example.com,PhD in CS,935093669,Female,Clear
PhD,24,28,Data Analyst,Other,Hindu,8726908690,user1354@example.com,Bachelors in CS,486441209,Male,Clear
Masters,65,26,Data Analyst,Other,Buddhist,9239368953,user3858@example.com,Bachelors in CS,652047928,Female,Clear
PhD,38,7,Software Engineer,Black,Buddhist,1153627496,user4429@example.com,Masters in CS,737249516,Male,Clear
Masters,56,15,Junior Developer,Asian,Christian,2528387859,user6334@example.com,Masters in CS,436741032,Male,Clear
PhD,27,5,Research Scientist,Asian,Hindu,6257491712,user5652@example.com,PhD in CS,294390248,Male,Clear
Bachelors,59,16,Project Manager,White,Hindu,6851420470,user6355@example.com,Masters in CS,939136874,Male,Clear
Bachelors,43,15,Software Engineer,Hispanic,None,6271821514,user2706@example.com,PhD in CS,680619040,Female,Clear
Bachelors,51,8,Software Engineer,Asian,Buddhist,6630999384,user5974@example.com,Bachelors in CS,195587691,Male,Clear
Bachelors,51,24,Research Scientist,Asian,None,6745188080,user3706@example.com,Bachelors in CS,439864431,Male,Clear
PhD,23,18,Data Analyst,Hispanic,Muslim,2316452579,user9963@example.com,Masters in CS,209059367,Female,Clear
Masters,49,31,Project Manager,Asian,None,3363488540,user2178@example.com,Masters in CS,811472879,Male,Clear
Masters,58,29,Junior Developer,Hispanic,Christian,1564141544,user6397@example.com,PhD in CS,109449058,Male,Clear
Masters,41,18,Project Manager,Asian,Buddhist,6627412170,user5510@example.com,Bachelors in CS,640020343,Male,Clear
PhD,39,5,Junior Developer,Hispanic,Christian,4442343604,user1732@example.com,PhD in CS,496441111,Male,Clear
PhD,28,25,Data Analyst,Other,Hindu,6474346760,user4215@example.com,PhD in CS,770770360,Female,Clear
PhD,58,0,Data Analyst,White,Muslim,1668669075,user5421@example.com,PhD in CS,858439964,Female,Clear
Masters,41,13,Junior Developer,Black,Muslim,2226696039,user1321@example.com,PhD in CS,970784071,Male,Clear
Masters,64,13,Research Scientist,White,Buddhist,8217930829,user6284@example.com,Bachelors in CS,866941857,Male,Clear
PhD,28,32,Research Scientist,White,Buddhist,4686413169,user7318@example.com,Bachelors in CS,271599687,Female,Clear
Masters,24,24,Software Engineer,Other,Buddhist,4771675921,user6540@example.com,PhD in CS,166600590,Male,Clear
Bachelors,60,14,Junior Developer,Hispanic,Hindu,3576707439,user1722@example.com,PhD in CS,791125448,Female,Clear
Masters,35,1,Project Manager,Hispanic,None,7772359791,user9266@example.com,Bachelors in CS,608047467,Male,Clear
Masters,39,13,Junior Developer,Other,Christian,4182706682,user1944@example.com,Bachelors in CS,677533198,Male,Clear
PhD,45,8,Data Analyst,Other,Muslim,6361640484,user2302@example.com,Masters in CS,119066005,Male,Clear
PhD,63,33,Project Manager,Hispanic,Muslim,7428525973,user2073@example.com,PhD in CS,817237698,Male,Clear
Bachelors,53,23,Research Scientist,Hispanic,Buddhist,7437676633,user1436@example.com,Bachelors in CS,389407561,Male,Clear
Bachelors,40,35,Software Engineer,Hispanic,Muslim,7619666545,user5304@example.com,PhD in CS,325364834,Female,Clear
Masters,37,5,Research Scientist,Black,Hindu,7143694737,user1060@example.com,Bachelors in CS,399463160,Female,Clear
Bachelors,41,15,Project Manager,White,Buddhist,5602877312,user5808@example.com,Bachelors in CS,681494387,Male,Clear
Masters,31,23,Junior Developer,Asian,Muslim,8432809565,user6329@example.com,Masters in CS,569994031,Female,Clear
Masters,32,8,Junior Developer,Asian,None,5042168666,user3745@example.com,Bachelors in CS,481455325,Female,Clear
Bachelors,24,19,Data Analyst,Hispanic,Buddhist,3926077266,user4998@example.com,PhD in CS,856631213,Male,Clear
Bachelors,21,1,Project Manager,Other,Christian,3010571073,user2901@example.com,Bachelors in CS,545047862,Female,Clear
Masters,46,38,Software Engineer,Asian,None,5713301952,user5602@example.com,PhD in CS,126828853,Male,Clear
Bachelors,56,14,Software Engineer,Hispanic,None,6788689876,user3446@example.com,Bachelors in CS,424127693,Male,Clear
PhD,64,3,Data Analyst,Black,Hindu,7063108367,user5372@example.com,Masters in CS,839607428,Male,Clear
Bachelors,28,23,Project Manager,Black,Hindu,4136525626,user6187@example.com,Masters in CS,509960817,Female,Clear
PhD,35,36,Data Analyst,Hispanic,Christian,8516684369,user2388@example.com,Bachelors in CS,550827476,Female,Clear
Masters,27,8,Software Engineer,White,Hindu,1071730594,user9448@example.com,Masters in CS,412923263,Female,Clear
PhD,38,30,Project Manager,Other,None,1516897940,user6956@example.com,Masters in CS,206811038,Female,Clear
PhD,56,35,Software Engineer,White,Buddhist,3833976597,user7028@example.com,Masters in CS,215382724,Male,Clear
Masters,21,13,Research Scientist,White,Christian,8059429874,user6666@example.com,Masters in CS,634089779,Male,Clear
Masters,38,17,Junior Developer,Other,Christian,5279819280,user3576@example.com,PhD in CS,584762062,Male,Clear
Masters,43,7,Project Manager,Black,Buddhist,7406552545,user5207@example.com,Masters in CS,210803439,Male,Clear
Masters,23,4,Project Manager,White,None,3818827918,user5103@example.com,PhD in CS,749913356,Female,Clear
Masters,58,24,Project Manager,Asian,Hindu,4550284378,user3670@example.com,Masters in CS,310141958,Male,Clear
Masters,36,23,Data Analyst,White,Hindu,7967786193,user9919@example.com,Masters in CS,438705762,Female,Clear
Bachelors,65,30,Software Engineer,Other,Muslim,6291009919,user6074@example.com,Bachelors in CS,770178016,Male,Clear
PhD,36,4,Junior Developer,White,Hindu,9458563647,user3969@example.com,Bachelors in CS,154488737,Female,Clear
Masters,27,6,Data Analyst,Other,Hindu,5958793825,user2068@example.com,Masters in CS,890364132,Male,Clear
Masters,62,10,Junior Developer,Hispanic,Hindu,2552645739,user7919@example.com,Masters in CS,144101463,Male,Clear
Masters,57,34,Data Analyst,Other,Christian,9455725651,user8475@example.com,Bachelors in CS,640460488,Female,Clear
PhD,41,8,Software Engineer,Hispanic,Muslim,8528672711,user9747@example.com,Bachelors in CS,745936147,Female,Clear
Bachelors,57,22,Software Engineer,Hispanic,Buddhist,3583573490,user6375@example.com,Masters in CS,528734684,Female,Clear
PhD,65,6,Junior Developer,Asian,Buddhist,6861017551,user6787@example.com,Masters in CS,550902388,Male,Clear
Bachelors,53,25,Data Analyst,White,Hindu,9938350766,user7359@example.com,Bachelors in CS,348905787,Male,Clear
Bachelors,52,5,Software Engineer,Asian,None,6288872923,user8911@example.com,Bachelors in CS,923881588,Male,Clear
PhD,27,35,Research Scientist,Other,Muslim,8089398962,user6508@example.com,PhD in CS,192172841,Female,Clear
PhD,28,12,Project Manager,Asian,Muslim,7379632825,user1887@example.com,Bachelors in CS,561169454,Male,Clear
PhD,50,30,Junior Developer,Other,Hindu,7642572317,user6773@example.com,Bachelors in CS,804166254,Male,Clear
Masters,53,29,Junior Developer,Black,Buddhist,6393483885,user5405@example.com,PhD in CS,807596385,Female,Clear
Masters,21,40,Data Analyst,Hispanic,None,1129852450,user2299@example.com,Masters in CS,335468379,Female,Clear
Masters,54,35,Data Analyst,White,Buddhist,9007555682,user2239@example.com,Masters in CS,355123463,Male,Clear
Masters,29,39,Junior Developer,White,Muslim,2088335850,user1260@example.com,Bachelors in CS,832442719,Female,Clear
Bachelors,60,15,Junior Developer,Other,Christian,3309465573,user2065@example.com,Bachelors in CS,685399277,Female,Clear
Bachelors,24,25,Project Manager,Black,Hindu,1537586465,user8214@example.com,PhD in CS,469922555,Male,Clear
PhD,49,7,Data Analyst,Hispanic,Muslim,2659680876,user7956@example.com,PhD in CS,402815793,Male,Clear
Masters,21,16,Data Analyst,Asian,Christian,7023490657,user5976@example.com,PhD in CS,833088106,Female,Clear
PhD,54,22,Research Scientist,Other,Muslim,6816259205,user5532@example.com,Masters in CS,889847912,Female,Clear
PhD,52,16,Project Manager,White,Buddhist,7984959073,user2823@example.com,PhD in CS,516552612,Male,Clear
PhD,34,29,Software Engineer,Hispanic,None,8228596124,user2425@example.com,Masters in CS,752396176,Male,Clear
Masters,36,6,Research Scientist,Hispanic,Muslim,7837958991,user2689@example.com,PhD in CS,541825273,Male,Clear
Masters,46,23,Data Analyst,Other,Muslim,4893544046,user1660@example.com,Bachelors in CS,661906639,Female,Clear
Bachelors,55,5,Research Scientist,Other,Buddhist,3162858407,user7173@example.com,Masters in CS,121597644,Female,Clear
PhD,51,8,Software Engineer,Asian,None,4593729137,user5489@example.com,PhD in CS,930009680,Male,Clear
Masters,47,14,Research Scientist,Black,Christian,7664813974,user9633@example.com,Bachelors in CS,471860720,Female,Clear
PhD,39,36,Research Scientist,White,Hindu,3424440235,user4254@example.com,Bachelors in CS,232024454,Female,Clear
PhD,56,36,Junior Developer,Other,Buddhist,3576866216,user4768@example.com,Bachelors in CS,896768218,Male,Clear
PhD,39,7,Research Scientist,Other,Christian,6064710452,user3216@example.com,Bachelors in CS,683001399,Female,Clear
Masters,24,33,Software Engineer,Other,Christian,9944018314,user3674@example.com,Bachelors in CS,693996159,Female,Clear
PhD,56,39,Project Manager,Hispanic,Buddhist,7661139234,user1818@example.com,PhD in CS,925046562,Female,Clear
PhD,42,28,Software Engineer,Black,Hindu,9941552615,user4008@example.com,PhD in CS,879035098,Female,Clear
Masters,58,14,Research Scientist,Asian,Buddhist,8871580878,user3070@example.com,Masters in CS,332289512,Male,Clear
PhD,48,38,Software Engineer,Hispanic,Christian,7269446972,user4724@example.com,Bachelors in CS,366869216,Male,Clear
Bachelors,31,8,Junior Developer,Hispanic,Muslim,5480136166,user1619@example.com,Masters in CS,771593360,Male,Clear
Bachelors,27,28,Junior Developer,White,Christian,1890036887,user3425@example.com,Masters in CS,655050887,Male,Clear
Bachelors,23,21,Junior Developer,Hispanic,Hindu,7089944408,user3148@example.com,Bachelors in CS,878291116,Male,Clear
Bachelors,61,3,Project Manager,Other,Hindu,3245854251,user9442@example.com,PhD in CS,179764283,Female,Clear
Bachelors,32,15,Junior Developer,Asian,None,9118446782,user9491@example.com,Bachelors in CS,601026978,Male,Clear
Masters,65,30,Junior Developer,Other,Christian,4242201753,user1288@example.com,Masters in CS,527553177,Female,Clear
Bachelors,26,6,Data Analyst,Asian,Buddhist,4326650081,user6345@example.com,Masters in CS,195835582,Female,Clear
Masters,20,37,Software Engineer,Hispanic,Hindu,6218155787,user9790@example.com,Masters in CS,544656913,Female,Clear
